community_clusters,hashtags_of_community_clusters,score_of_community_clusters,k_mean_clusters,hashtags_of_k_mean_clusters,score_of_k_mean_clusters,levenshtein_clusters,hashtags_of_levenshtein_clusters,score_of_levenshtein_clusters,best_clusters,hashtags_of_best_clusters,score_of_best_clusters
community cluster 308,"['nutrition', 'brot', 'healthyfood', 'bewusstessen', 'lecker', 'pizza', 'gesund', 'gesunderezepte', 'soulfood', 'startup', 'sommer', 'food', 'graz', 'grazerblogger', 'yummy', 'einfachkochen', 'vegan', 'sugarfree']",161.70000000000002,,,,levenshtein cluster 308,"['zeit', 'loveit', 'fair', 'cats', 'uae', 'flir', 'feuer', 'fottern', 'wald', 'desert', 'trvp', 'grow', 'bier', 'razer', 'atp', 'forest', 'water', 'usa', 'feiern', 'Graz', 'cover']",34.199999999999996,,,
community cluster 309,"['staytuned', 'vegetarisch', 'bio', 'frucht', 'alcohol', 'organic', 'zuckerreduziert', 'hamburg', 'newdrink', 'neuimregal', 'kombucha', 'erdbeere', 'ananas', 'eistee', 'abnehmen', 'mango', 'plantbased', 'gesund', 'cassis', 'summerdrink', 'einfachkochen']",62.699999999999996,,,,levenshtein cluster 309,"['pride', 'couple', 'yoga', 'vibes', 'lend', 'giza', 'cool', 'kids', 'wine', 'dog', 'vote', 'boss', 'moon', 'water', 'apple', 'sonne', 'wow', 'town', 'rain']",46.2,,,
community cluster 310,"['essenmachtglücklich', 'dessert', 'chocolatecake', 'food', 'graz', 'kuchen', 'backenmachtglücklich', 'schokolade', 'grazfood', 'nutrition', 'backen', 'torte', 'lecker', 'tomaten', 'fotografie', 'backenistliebe', 'mahlzeit', 'foodblog', 'garten', 'soulfood', 'grazblogger']",103.55,,,,levenshtein cluster 310,"['celebration', 'celebrate']",9.5,,,
community cluster 311,"['foodphotography', 'graz', 'frühstück', 'healthyfood', 'veganfood', 'birthdaygirl', 'pictureoftheday', 'visitcarinthia', 'bowl', 'hunger', 'ferien', 'kochenmitliebe', 'nachspeise', 'supportsmallbusiness', 'grazaustria', 'droetker', 'breakfast', 'backenmitliebe', 'chili', 'esseningraz', 'urlaubsfeeling']",118.75,,,,levenshtein cluster 311,"['buffet', 'jp', 'dec', 'bts', 'outfit', 'uae', 'bf', 'öbb', 'ikea', 'atp', 'benq', 'duft', 'usa', 'TOP', 'cpu', 'cgi', 'vfx', 'uk', 'c4d', 'veli']",26.0,,,
community cluster 312,"['konditorei', 'fotografie', 'brot', 'vegetarisch', 'veggiefood', 'kuchenliebe', 'polenta', 'italianfood', 'einbisschenspaßmusssein', 'garten', 'graz', 'kürbis', 'veganlifestyle', 'gebäck', 'brotbacken', 'tarte', 'sommerzeit']",98.89999999999999,,,,levenshtein cluster 312,"['fashionblogger', 'fashionlover']",11.399999999999999,,,
community cluster 313,"['essenmachtglücklich', 'curry', 'dessert', 'food', 'kuchen', 'erdbeeren', 'igersgraz', 'hunger', 'torte', 'igersaustria', 'lecker', 'nachspeise', 'tomaten', 'fotografie', 'foodblogger', 'mahlzeit', 'grazerblogger', 'garten', 'chili', 'esseningraz']",106.0,,,,levenshtein cluster 313,"['fashioninspo', 'fashionista']",9.5,,,
community cluster 314,"['food', 'frühstück', 'healthyfood', 'lavendel', 'vegan', 'pictureoftheday', 'schokolade', 'igersgraz', 'yummy', 'torte', 'ferien', 'kochenmitliebe', 'igersaustria', 'lecker', 'sommer', 'happyme', 'fotografie', 'backenistliebe', 'breakfast', 'foodblog', 'backenmitliebe']",142.5,,,,levenshtein cluster 314,"['skate', 'tester', 'minze', 'vote', 'hitze', 'tattoo', 'gastro', 'onset', 'taste', 'game', 'water', 'sonne', 'singen', 'horse', 'mode', 'dose', 'pure', 'insta']",45.1,,,
community cluster 315,"['essenmachtglücklich', 'dessert', 'foodphotography', 'chocolatecake', 'kuchen', 'healthyfood', 'brotbacken', 'vegan', 'backenmachtglücklich', 'kuchenliebe', 'gebäck', 'backen', 'brot', 'tomaten', 'grazaustria', 'foodblogger', 'mahlzeit', 'droetker', 'grazerblogger', 'foodblog', 'reels']",77.89999999999999,,,,levenshtein cluster 315,"['memes', 'cpu', 'wow', 'metal', 'nebel', 'bestes', 'bts', 'cgi', 'vfx', 'dp', 'bay', 'feuer', 'c4d', 'em', 'TOP', 'dji']",24.0,,,
community cluster 316,"['essenmachtglücklich', 'curry', 'vegetarisch', 'kürbis', 'polenta', 'tarte', 'rezeptideen', 'vegan', 'erdbeeren', 'igersgraz', 'zerowaste', 'hunger', 'backen', 'veggiefood', 'igersaustria', 'nachspeise', 'foodblogger', 'droetker', 'reels', 'chili', 'esseningraz']",99.75,,,,levenshtein cluster 316,"['jp', 'dubai', 'game', 'kerzen', 'dell', 'women', 'design', 'grow', 'dresden', 'see', 'dusk', 'ikea', 'red', 'lake', 'em', 'green', 'dream', 'india', 'krk', 'beeren']",34.0,,,
community cluster 317,"['vegetarian', 'dessert', 'vegetarisch', 'foodphotography', 'chocolatecake', 'food', 'kuchen', 'healthyfood', 'patisserie', 'veganfood', 'konditorei', 'backenmachtglücklich', 'kuchenliebe', 'gebäck', 'yummy', 'backen', 'torte', 'lecker', 'grazaustria', 'backenistliebe', 'backenmitliebe']",92.14999999999999,,,,levenshtein cluster 317,"['pride', 'milk', 'cats', 'vibe', 'vibes', 'girl', 'lend', 'kids', 'herz', 'wine', 'nike', 'bier', 'mate', 'red', 'video', 'cider', 'moda', 'mode', 'kunst', 'vino', 'krk']",43.699999999999996,,,
community cluster 318,"['backen', 'brot', 'backenmachtglücklich', 'vegetarian', 'lecker', 'gesunderezepte', 'einbisschenspaßmusssein', 'chocolatecake', 'food', 'kuchen', 'grazfood', 'veganlifestyle', 'brotbacken', 'patisserie', 'ahornsirup']",62.5,,,,levenshtein cluster 318,"['jan', 'brand', 'growth', 'women', 'herz', 'gelato', 'rost', 'beats', 'meat', 'forest', 'chai', 'red', 'Graz', 'great', 'wow', 'bay', 'dream', 'hvar', 'krk', 'rain']",42.0,,,
community cluster 319,"['chocolatecake', 'food', 'frühstück', 'healthyfood', 'schokolade', 'grazfood', 'yummy', 'startup', 'zerowaste', 'torte', 'ferien', 'kochenmitliebe', 'lecker', 'zerowastekitchen', 'sommer', 'supportsmallbusiness', 'grazaustria', 'mahlzeit', 'breakfast', 'backenmitliebe', 'esseningraz']",112.1,,,,levenshtein cluster 319,"['challenge', 'newchallenge']",9.5,,,
community cluster 320,"['torte', 'backenmachtglücklich', 'backenistliebe', 'foodblogger', 'foodphotography', 'lecker', 'droetker', 'gebäck', 'reels', 'kuchenliebe', 'backenmitliebe', 'chocolatecake', 'food', 'kuchen', 'yummy', 'healthyfood', 'grazaustria', 'vegan']",102.30000000000001,,,,levenshtein cluster 320,"['london', 'milk', 'band', 'women', 'gastro', 'rose', 'garten', 'mate', 'lemon', 'soon', 'beats', 'dog', 'foto', 'deko', 'update', 'easter', 'eis', 'dose', 'blumen', 'meow']",44.0,,,
community cluster 321,"['hunger', 'torte', 'backenistliebe', 'backenmachtglücklich', 'foodblogger', 'dessert', 'foodphotography', 'droetker', 'gebäck', 'kuchenliebe', 'reels', 'nachspeise', 'backenmitliebe', 'kuchen', 'healthyfood', 'grazaustria', 'vegan']",79.35,,,,levenshtein cluster 321,"['ligt', 'artist', 'vfxartist', 'ronin', 'frauentag', 'grow', 'rost', 'freitag', 'formel1', 'fruit', 'meat', 'forest', 'duft', 'red', 'moon', 'usa', 'funny', 'frucht', 'fruity', 'town', 'brrrt']",33.25,,,
community cluster 322,"['curry', 'food', 'kuchen', 'healthyfood', 'tarte', 'vegan', 'kuchenliebe', 'erdbeeren', 'igersgraz', 'yummy', 'gebäck', 'igersaustria', 'lecker', 'tomaten', 'grazaustria', 'foodblogger', 'mahlzeit', 'grazerblogger', 'reels', 'chili', 'esseningraz']",127.3,,,,levenshtein cluster 322,"['wienliebe', 'teeliebe']",11.399999999999999,,,
community cluster 323,"['hunger', 'dessert', 'mahlzeit', 'foodphotography', 'grazerblogger', 'nachspeise', 'tomaten', 'food', 'kürbis', 'kuchen', 'veganlifestyle', 'polenta', 'ahornsirup']",59.400000000000006,,,,levenshtein cluster 323,"['jan', 'bye', 'vibe', 'bmw', 'corgi', 'nike', 'mate', 'berlin', 'dog', 'foto', 'photo', 'vote', 'shots', 'detox', 'video', 'deko', 'mode', 'job', 'bay', 'krk', 'rain']",43.699999999999996,,,
community cluster 324,"['vegetarian', 'dessert', 'vegetarisch', 'foodphotography', 'food', 'patisserie', 'rezeptideen', 'veganlife', 'veganfood', 'vegan', 'konditorei', 'igersgraz', 'yummy', 'zerowaste', 'ferien', 'nachspeise', 'backenistliebe', 'droetker', 'reels', 'backenmitliebe']",115.0,,,,levenshtein cluster 324,"['london', 'zeit', 'kino', 'jan', 'dec', 'lend', 'brand', 'jeans', 'kenya', 'lemon', 'see', 'meat', 'lgbt', 'detox', 'deko', 'lake', 'eis', 'hanf', 'vino', 'veli', 'meow']",38.949999999999996,,,
community cluster 325,"['asianfood', 'torte', 'ferien', 'mahlzeit', 'igersaustria', 'lecker', 'startup', 'soulfood', 'igersgraz', 'sommer', 'food', 'supportsmallbusiness', 'yummy', 'grazaustria', 'veganfood', 'urlaubsfeeling', 'vegan']",159.85,,,,levenshtein cluster 325,"['ligt', 'vibe', 'bmw', 'gala', 'cinema', 'italia', 'atp', 'abbau', 'boss', 'moda', 'em', 'TOP', 'cpu', 'bay', 'cgi', 'vfx', 'india', 'krk', 'c4d']",29.400000000000002,,,
community cluster 326,"['esseningraz', 'curry', 'igersaustria', 'erdbeeren', 'grazerblogger', 'breakfast', 'sommer', 'tarte', 'supportsmallbusiness', 'frühstück', 'healthyfood', 'happyme', 'chili', 'grazaustria', 'grazfood', 'veganfood', 'startup']",118.44999999999999,,,,levenshtein cluster 326,"['women', 'wow', 'vote', 'vino', 'winzer', 'tarte', 'water', 'mare', 'cider', 'sonne', 'sonntag', 'rose', 'garten', 'vibes', 'horse', 'dog', 'donau']",46.0,,,
community cluster 327,"['dessert', 'vegetarisch', 'foodphotography', 'food', 'healthyfood', 'veganfood', 'vegan', 'sugarfree', 'bowl', 'igersgraz', 'startup', 'hunger', 'zuckerfrei', 'nachspeise', 'tomaten', 'bewusstessen', 'foodblogger', 'mahlzeit', 'gesunderezepte', 'grazerblogger']",124.0,,,,levenshtein cluster 327,"['koffein', 'vollfein']",9.5,,,
community cluster 328,"['zerowaste', 'konditorei', 'vegetarian', 'kochenmitliebe', 'mahlzeit', 'vegetarisch', 'veggiefood', 'vegan', 'zerowastekitchen', 'backenmitliebe', 'tomaten', 'grazfood', 'lavendel', 'gewinnspiel', 'tarte', 'grazaustria', 'esseningraz', 'italianfood']",80.30000000000001,,,,levenshtein cluster 328,"['highheels', 'redhighheels']",9.5,,,
community cluster 329,"['hunger', 'torte', 'ferien', 'curry', 'foodblogger', 'dessert', 'mahlzeit', 'healthyfood', 'igersaustria', 'lecker', 'erdbeeren', 'breakfast', 'nachspeise', 'tomaten', 'food', 'frühstück', 'igersgraz', 'chili']",127.60000000000001,,,,levenshtein cluster 329,"['uae', 'bf', 'wald', 'brand', 'öbb', 'grow', 'rost', 'rose', 'see', 'soon', 'clouds', 'dxb', 'atp', 'photo', 'proud', 'red', 'moda', 'usa', 'wow', 'pop']",33.0,,,
community cluster 330,"['asianfood', 'veganfood', 'curry', 'foodblogger', 'healthyfood', 'igersaustria', 'erdbeeren', 'lecker', 'veganlife', 'reels', 'startup', 'tomaten', 'igersgraz', 'gewinnspiel', 'chili', 'grazblogger', 'vegan']",149.5,,,,levenshtein cluster 330,"['holidaymood', 'fridaymood', 'mondaymood']",12.950000000000001,,,
community cluster 331,"['vegetarian', 'dessert', 'vegetarisch', 'foodphotography', 'food', 'healthyfood', 'rezeptideen', 'veganfood', 'konditorei', 'startup', 'torte', 'ferien', 'lecker', 'nachspeise', 'backenistliebe', 'droetker', 'soulfood', 'backenmitliebe', 'urlaubsfeeling']",98.7,,,,levenshtein cluster 331,"['jp', 'dubai', 'danke', 'see', 'park', 'meat', 'black', 'dxb', 'abbau', 'red', 'moon', 'sonne', 'lake', 'funny', 'donau', 'singer', 'bay', 'uk', 'blue', 'town']",36.0,,,
community cluster 332,"['konditorei', 'vegetarisch', 'veggiefood', 'kuchenliebe', 'lecker', 'gebäck', 'bowl', 'breakfast', 'food', 'frühstück', 'lavendel', 'gewinnspiel', 'tarte', 'grazaustria', 'italianfood']",93.75,,,,levenshtein cluster 332,"['jan', 'dec', 'bye', 'women', 'jeans', 'foto', 'meat', 'chai', 'japan', 'boss', 'moda', 'ocean', 'mode', 'dose', 'donau', 'great', 'wow', 'green', 'blog', 'dream']",41.0,,,
community cluster 333,"['dessert', 'foodphotography', 'food', 'veganlife', 'rezeptideen', 'vegan', 'sugarfree', 'erdbeeren', 'igersgraz', 'zerowaste', 'hunger', 'torte', 'zuckerfrei', 'ferien', 'nachspeise', 'bewusstessen', 'backenistliebe', 'droetker', 'reels', 'backenmitliebe', 'urlaubsfeeling']",92.14999999999999,,,,levenshtein cluster 333,"['ligt', 'milk', 'bestes', 'kerzen', 'giza', 'dell', 'wald', 'beerporn', 'gala', 'bier', 'dusk', 'park', 'meat', 'chill', 'moon', 'cine', 'veli', 'feiern', 'uk', 'beeren', 'blumen']",32.3,,,
community cluster 334,"['konditorei', 'esseningraz', 'backenistliebe', 'curry', 'dessert', 'vegetarisch', 'veggiefood', 'igersaustria', 'gebäck', 'breakfast', 'tarte', 'food', 'healthyfood', 'chili', 'grazaustria', 'veganfood', 'startup']",114.99999999999999,,,,levenshtein cluster 334,"['kino', 'uae', 'bf', 'vibe', 'öbb', 'grow', 'mixing', 'bier', 'see', 'sphinx', 'dxb', 'sailing', 'lake', 'usa', 'swimming', 'skiing', 'krk', 'blue', 'musik', 'smiling', 'rain']",31.349999999999998,,,
community cluster 335,"['dessert', 'vegetarisch', 'foodphotography', 'frühstück', 'lavendel', 'healthyfood', 'brotbacken', 'italianfood', 'vegan', 'kuchenliebe', 'gebäck', 'torte', 'ferien', 'brot', 'grazaustria', 'backenistliebe', 'foodblogger', 'droetker', 'reels', 'breakfast', 'backenmitliebe']",90.25,,,,levenshtein cluster 335,"['yellowshoes', 'yellowheels']",9.5,,,
community cluster 336,"['zerowaste', 'hunger', 'backenistliebe', 'brot', 'foodblogger', 'dessert', 'kuchenliebe', 'erdbeeren', 'reels', 'nachspeise', 'backenmitliebe', 'zerowastekitchen', 'igersgraz', 'brotbacken', 'veganlife', 'rezeptideen', 'vegan']",93.14999999999999,,,,levenshtein cluster 336,"['tester', 'hitze', 'winzer', 'milk', 'wetter', 'nebel', 'uae', 'game', 'bf', 'vibe', 'girl', 'vibes', 'giza', 'öbb', 'rose', 'bier', 'dxb', 'easter', 'weather', 'veli', 'wasser']",32.3,,,
community cluster 337,"['foodphotography', 'frühstück', 'healthyfood', 'brotbacken', 'gewinnspiel', 'konditorei', 'kuchenliebe', 'gebäck', 'startup', 'brot', 'kochenmitliebe', 'nachspeise', 'supportsmallbusiness', 'grazaustria', 'backenistliebe', 'droetker', 'breakfast', 'backenmitliebe', 'esseningraz']",98.7,,,,levenshtein cluster 337,"['fair', 'dec', 'cats', 'game', 'wald', 'öbb', 'jeans', 'bier', 'beats', 'deko', 'usa', 'crazy', 'eis', 'hanf', 'job', 'wow', 'bay', 'blog', 'pop', 'tennis', 'dream']",37.05,,,
community cluster 338,"['vegetarisch', 'foodphotography', 'healthyfood', 'brotbacken', 'veganlife', 'rezeptideen', 'veganfood', 'vegan', 'konditorei', 'kuchenliebe', 'gebäck', 'igersgraz', 'zerowaste', 'brot', 'nachspeise', 'happyme', 'grazaustria', 'foodblogger', 'droetker', 'reels', 'breakfast']",114.0,,,,levenshtein cluster 338,"['milk', 'jan', 'dec', 'bye', 'girl', 'bmw', 'brand', 'mare', 'nike', 'chai', 'deko', 'eis', 'job', 'bay', 'green', 'pop', 'hvar', 'krk', 'rain', 'pure']",40.0,,,
community cluster 339,"['curry', 'vegetarisch', 'healthyfood', 'tarte', 'rezeptideen', 'veganfood', 'vegan', 'konditorei', 'erdbeeren', 'zerowaste', 'hunger', 'veggiefood', 'igersaustria', 'nachspeise', 'grazaustria', 'foodblogger', 'droetker', 'reels', 'chili', 'esseningraz']",98.0,,,,levenshtein cluster 339,"['sumpf', 'nebel', 'metal', 'bts', 'uae', 'dubai', 'vibes', 'cairo', 'trees', 'mare', 'meat', 'ikea', 'süßes', 'chai', 'chill', 'yummi', 'usa', 'merch', 'green', 'dream', 'veli']",30.4,,,
community cluster 340,"['zerowaste', 'zuckerfrei', 'brot', 'foodblogger', 'vegetarisch', 'veggiefood', 'kuchenliebe', 'droetker', 'zerowastekitchen', 'kürbis', 'gebäck', 'brotbacken', 'polenta', 'ahornsirup', 'sugarfree']",52.5,,,,levenshtein cluster 340,"['jp', 'uae', 'flir', 'bmw', 'öbb', 'grow', 'dxb', 'benq', 'dp', 'japan', 'usa', 'cgi', 'vfx', 'hvar', 'c4d', 'town', 'oldtown', 'dji', 'rain']",25.200000000000003,,,
community cluster 341,"['curry', 'vegetarisch', 'healthyfood', 'gewinnspiel', 'tarte', 'veganfood', 'vegan', 'erdbeeren', 'bowl', 'igersgraz', 'startup', 'hunger', 'zuckerfrei', 'veggiefood', 'igersaustria', 'foodblogger', 'chili', 'esseningraz', 'urlaubsfeeling']",137.55,,,,levenshtein cluster 341,"['makeup', 'milk', 'tasting', 'fair', 'cats', 'band', 'girl', 'autorin', 'bmw', 'austin', 'skate', 'danke', 'mare', 'rose', 'see', 'chai', 'moda', 'uk', 'blue', 'musik']",39.0,,,
community cluster 342,"['sommerzeit', 'konditorei', 'zuckerfrei', 'ferien', 'vegetarisch', 'igersaustria', 'startup', 'bowl', 'breakfast', 'lavendel', 'italianfood', 'supportsmallbusiness', 'frühstück', 'healthyfood', 'bewusstessen', 'veganfood', 'vegan', 'sugarfree']",123.20000000000002,,,,levenshtein cluster 342,"['kino', 'fair', 'cats', 'uae', 'band', 'bf', 'jeans', 'danke', 'gala', 'bier', 'park', 'black', 'atp', 'snacks', 'red', 'boss', 'lake', 'ananas', 'c4d', 'blue', 'nacht']",33.25,,,
community cluster 343,"['curry', 'frühstück', 'healthyfood', 'veganlife', 'tarte', 'veganfood', 'vegan', 'birthdaygirl', 'pictureoftheday', 'erdbeeren', 'bowl', 'igersgraz', 'ferien', 'kochenmitliebe', 'supportsmallbusiness', 'happyme', 'grazaustria', 'foodblogger', 'breakfast', 'chili', 'esseningraz']",115.89999999999999,,,,levenshtein cluster 343,"['minze', 'onset', 'band', 'game', 'vibe', 'bmw', 'desert', 'rost', 'rose', 'bier', 'see', 'dose', 'kunst', 'job', 'blog', 'pop', 'cover', 'horse', 'concert', 'pure']",39.0,,,
community cluster 344,"['zerowaste', 'konditorei', 'mexico', 'brot', 'foodblogger', 'igersaustria', 'kuchenliebe', 'reels', 'zerowastekitchen', 'brotbacken', 'frühstück', 'gebäck', 'gewinnspiel', 'tarte', 'grazaustria', 'esseningraz', 'vegan']",100.05,,,,levenshtein cluster 344,"['gründer', 'gmunden']",7.6,,,
community cluster 345,"['brot', 'ahornsirup', 'vegan', 'vegetarisch', 'veggiefood', 'bewusstessen', 'veganlife', 'einbisschenspaßmusssein', 'brotbacken', 'kürbis', 'veganlifestyle', 'igersgraz', 'werbung', 'polenta', 'rezeptideen', 'sommerzeit']",91.2,,,,levenshtein cluster 345,"['bye', 'shoot', 'vibe', 'vibes', 'brand', 'mare', 'nike', 'chai', 'japan', 'lgbt', 'moon', 'cider', 'lake', 'mode', 'eis', 'hanf', 'vino', 'ship', 'rain']",39.9,,,
community cluster 346,"['zerowaste', 'konditorei', 'curry', 'foodblogger', 'kochenmitliebe', 'erdbeeren', 'startup', 'breakfast', 'zerowastekitchen', 'supportsmallbusiness', 'frühstück', 'chili', 'rezeptideen', 'veganfood', 'vegan']",107.5,,,,levenshtein cluster 346,"['atp', 'tester', 'skate', 'bestes', 'wetter', 'uae', 'a7s', 'taste', 'cine', 'game', 'girl', 'em', 'stadt', 'easter', 'kessler', 'razer', 'wasser', 'bestteam']",28.6,,,
community cluster 347,"['konditorei', 'curry', 'foodblogger', 'pictureoftheday', 'kochenmitliebe', 'kuchenliebe', 'erdbeeren', 'gebäck', 'bowl', 'reels', 'breakfast', 'healthyfood', 'veganlife', 'grazaustria', 'veganfood', 'vegan']",94.8,,,,levenshtein cluster 347,"['pride', 'winzer', 'jan', 'dec', 'bye', 'vibe', 'bmw', 'chef', 'mare', 'rose', 'nike', 'hunger', 'red', 'video', 'cider', 'mode', 'hanf', 'mango', 'singen', 'ship', 'pure']",39.9,,,
community cluster 348,"['esseningraz', 'curry', 'vegan', 'pictureoftheday', 'vegetarisch', 'veggiefood', 'igersaustria', 'polenta', 'bowl', 'breakfast', 'tarte', 'kürbis', 'happyme', 'healthyfood', 'chili', 'bewusstessen', 'veganfood', 'startup']",118.80000000000001,,,,levenshtein cluster 348,"['kino', 'artist', 'fair', 'cats', 'wald', 'danke', 'trees', 'rost', 'rose', 'park', 'forest', 'benq', 'boss', 'lake', 'eis', 'hanf', 'mango', 'pop', 'horse']",36.75,,,
community cluster 349,"['vegetarisch', 'kürbis', 'lavendel', 'brotbacken', 'polenta', 'tarte', 'healthyfood', 'veganfood', 'gewinnspiel', 'kuchenliebe', 'erdbeeren', 'bowl', 'gebäck', 'asianfood', 'brot', 'veggiefood', 'igersaustria', 'veganlifestyle', 'chili', 'esseningraz', 'ahornsirup']",85.5,,,,levenshtein cluster 349,"['support', 'sports', 'shoot']",11.100000000000001,,,
community cluster 350,"['vegetarisch', 'kürbis', 'frühstück', 'healthyfood', 'brotbacken', 'polenta', 'veganfood', 'italianfood', 'konditorei', 'bowl', 'brot', 'kochenmitliebe', 'veggiefood', 'happyme', 'veganlifestyle', 'grazaustria', 'breakfast', 'chili', 'esseningraz']",86.10000000000001,,,,levenshtein cluster 350,"['zeit', 'hitze', 'milk', 'sofresh', 'corgi', 'see', 'soon', 'forest', 'shots', 'tarte', 'red', 'moda', 'mode', 'job', 'blog', 'pop', 'horse', 'town', 'veli', 'meow', 'pure']",38.0,,,
community cluster 351,"['konditorei', 'brot', 'kochenmitliebe', 'grazaustria', 'vegetarisch', 'igersaustria', 'bowl', 'breakfast', 'einbisschenspaßmusssein', 'brotbacken', 'kürbis', 'supportsmallbusiness', 'frühstück', 'healthyfood', 'gewinnspiel', 'sommerzeit', 'esseningraz', 'startup']",117.7,,,,levenshtein cluster 351,"['minze', 'vision', 'milk', 'nissan', 'band', 'game', 'girl', 'vibes', 'cairo', 'women', 'jeans', 'danke', 'soon', 'maxon', 'eis', 'hanf', 'mango', 'vino', 'cover', 'blumen']",37.0,,,
community cluster 352,"['birthdaygirl', 'kochenmitliebe', 'vegetarisch', 'veggiefood', 'igersaustria', 'polenta', 'breakfast', 'tarte', 'supportsmallbusiness', 'frühstück', 'chili', 'grazaustria', 'esseningraz']",85.05000000000001,,,,levenshtein cluster 352,"['ligt', 'kino', 'nebel', 'uae', 'girl', 'cargirl', 'giza', 'corgi', 'danke', 'rose', 'nike', 'bier', 'see', 'soon', 'unique', 'foto', 'chai', 'moda', 'crazy', 'uk', 'blue']",35.15,,,
