username,like_linda,like_karl_peter,like_sandy,like_kevin,like_martin,like_claudia,like_best_cluster_of_all,like_best_cluster_of_top_20,used_hashtags
GrillTasty,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Brandon52085414,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Michael81307718,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#SNBLive', '#ChangeTheGame']"
hirai,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#NONSTYLE', '#石田明', '#TSUTAYAコミック大賞']"
EtemYZGLL1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
CryptoCastielx,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#thoughtsandprayers', '#journeytometal', '#TikTok', '#schoollife', '#greenscreen', '#fyp', '#funny', '#viral', '#watchTheProfit', '#watchtheprofit', '#Truth', '#WhyIChime', '#ChimeSweepstakes', '#supplies', '#students', '#teachers']"
Andy97348314,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#LiptonTogetherSweepstakes']
Muhamma00326728,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
SibiryD04425002,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
nobbycollection,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#NeverWatchingAlone', '#ManCity', '#Chelsea', '#PL', '#4', '#5']"
TheRussian716,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Samiliketoplay1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#WowWowWubbzy', '#NewProfilePic', '#JibanyanForSmash', '#Verified', '#TheLoudHouse', '#SouthPark', '#NickJr']"
sneaxfnbrr,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#pepsi', '#coke', '#FortniteSEAServers', '#ConsoleFNCS', '#FalconTayson', '#OnRepeatChallenge']"
PurpleDragon123,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#OWSLA', '#skrillex', '#skrillexart']"
drafthorsemama,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#JJSummerFun', '#JJSUMMERFUN', '#JuicyJuice', '#fingerscrossed', '#HertzCarPersona', '#sweepstakes', '#SafeBeforeShows', '#Sweepstakes', '#teacanco', '#ad', '#thanksmbp', '#signed_request', '#DoubleDitto', '#Canada', '#USA', '#giveaway', '#free', '#book', '#win', '#prizes', '#cat', '#trynatural', '#FlippingDelicious', '#Competition', '#RT', '#watches', '#Retweet', '#Watches', '#winitwednesday', '#freebiefriday', '#steepedcoffee', '#THINSProtectionProgram', '#MAKEITPOP', '#SouthernBreeze', '#Sweep', '#Contest', '#magnoliabakery', '#ChipDipSip', '#LAYS', '#Budlight', '#BT21', '#PeacockTV', '#BossBabySweepstakes', '#PixarLuca', '#WFMCarefreeCarts', '#WFMCareFreeCarts', '#Giveaway']"
AElkhdawy,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Azeemyasinazeem,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#SamsungUnpacked', '#Kachori', '#ChickenPakora', '#Nuggets', '#ChickenPasta']"
BoulfoulTmalous,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
BenjaminB,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#SuperLeague']
Andrewb83582169,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#BB23', '#BBBritini', '#BBFrenchie', '#NXTTakeOver36', '#NXTTakeOver', '#TRON', '#JustinSun', '#TRX', '#TronNetwork', '#Ohgo', '#SVU', '#SVC', '#NewProfilePic']"
LeamonArthur,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Shron446,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#miladscookies']
dianne,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#harvestseason', '#Buckeyes', '#Browns', '#8NN', '#BREAKING', '#SuperBowl', '#DanaPlato', '#DiffrentStrokes', '#RJNow', '#StopAsianHate', '#WorldwideQuiltingDay', '#quilting', '#NationalAnthem', '#MarkThomas', '#FrenchOpen', '#HappyMonday', '#LasVegas', '#golipartner', '#ACV', '#VegasBorn', '#nbotoronto', '#obnmontreal', '#MubadalaSVC', '#DOOLBeyondSalem', '#cincytennis', '#CincyTennis']"
RipperFN,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#FalconsAreHere', '#Valorant', '#فالورانت', '#Bahrain', '#VCT', '#البحرين', '#StrikeArabia', '#3', '#VIVATU', '#عيد_الفطر_المبارك', '#05', '#حط_صورتك_وانت_صغي', '#FalconTayson', '#VALORANTChallengers', '#YaLLaUP', '#VIPP33R_ARMY', '#MUFC', '#Ronaldo']"
IsaiahOwolabi1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#CelebratingSamAdeyemi', '#Feb3rd', '#OwlanPharma', '#HealthForAll', '#LiveWell', '#TGIF']"
MagicallyKim,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#BeGoodDoGood']
RodneyPierreJu1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.56%, Cluster: community cluster 227","['#friday', '#fridayfun', '#petrolhead', '#PadresST', '#SlamDiego', '#FearStreet1666', '#GTA']"
LunchtimeForAll,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.26%, Cluster: community cluster 537","['#lunch', '#kfc', '#Lunchtime', '#culvers', '#latelunch', '#sad', '#mentalhealth', '#fishandchips']"
isaiahkraken,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#CashAppFriday', '#tumade', '#LyraMovie', '#ViperWeeklies', '#Movie', '#maymovie', '#WrathWednesday', '#WrathTakesStock', '#TubiAniMay', '#FreeLikeTubiSweepstakes', '#RobinhoodRewards', '#PayMeInBitcoin', '#FreelikeTubiSweepstakes', '#Tubi90s', '#fomogo', '#entry', '#sweepstakes', '#Sweepstakes', '#9999', '#FaZeUp', '#FaZeAXE']"
FabellaKristian,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#LittleLifts', '#Sweepstakes', '#INVESTINYOU', '#partner', '#15YearsofMiley', '#investinYou', '#CountdownEntry', '#Win', '#retweet', '#CrunchClassicEntry', '#SendMyParentsAway', '#sendmyparentsaway', '#sweepstakes', '#BuschToTheMoon', '#SippinWithLipton', '#Sweeps', '#PricelessSurprises', '#VenmoItForward', '#IbottaSnackingGiveaway', '#BacktotheBarsHI', '#SWEEPSTAKES', '#RegalSpaceJamSweepstakes', '#LiptonTogetherSweepstakes', '#TakeGoldTasteGolden']"
AZBrainFreeze,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
boutiquemouras,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#RallyPortugal2021', '#somosromeirospornatureza']"
Texican2950,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#MacMiller', '#ForTheH', '#TrustTheProcess', '#Astros', '#Packers', '#LuvYaBlue', '#20', '#Beers', '#AllDogsGoToHeaven', '#Hashtag', '#BlastingOff', '#FastBreakFreebie']"
jeffagyeman,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.56%, Cluster: community cluster 502","['#Tekno', '#Pana', '#Vevo', '#HipHop', '#OfficialMusicVideo', '#FreeAndOpenIndoPacific', '#Lifestyle', '#NetWorth', '#2021', '#OprahWinfrey', '#KwakuManu', '#GhanaEntertainment', '#GhanaCelebrities', '#ViralVideos', '#Proj', '#CrissWaddl', '#1', '#Yawaoftheday', '#kwadwosheldon']"
mia11122260,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
hunniimylkk,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
PalashC82792071,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#81921CB23227', '#CristianoRonaldo', '#Juventus', '#biabnc', '#Apple', '#Physics', '#SupportSmallStreamers', '#digitalmarketinng', '#AfganistanWomen', '#Twitter', '#linkedinLead', '#Germany', '#Mbappe', '#Ronaldo', '#PSG', '#ElonMusk', '#businesses', '#DigitalMarketing', '#Bitcoin', '#SEO', '#SMM', '#socialmediamarketing', '#AffiliateMarketing', '#API', '#Twitter婚活', '#USA', '#America', '#linkedin', '#Digitalmarketing', '#advertising', '#emailmarketing', '#searchenginesmarketing', '#PPC', '#PPCchat', '#PPC2021', '#PayPerClick', '#SEM', '#ROI', '#GoogleAds', '#Advertising', '#Google', '#ManCity', '#Tesla', '#robot', '#Trending', '#PS5', '#digitalart', '#mbappe2024', '#mbappe', '#National', '#TalibanTerror', '#socialmediamarketingtips', '#finance', '#worldbank', '#Online', '#marketing', '#digitalmarketing', '#success', '#contentmarketing', '#seo', '#affiliatemarketing', '#MUFC', '#ManchesterCity', '#CR7', '#GOAT', '#JoeBiden', '#helloeveryone', '#President', '#api3', '#Instagram', '#Afghans', '#AshrafGhani', '#FiverrBox', '#API3', '#SocialMedia', '#SocialMediaMarketing', '#ContentMarketing', '#GrowthHacking', '#Startups', '#Ecommerce', '#Marketing', '#InfluencerMarketing', '#Blogging', '#Infographic', '#website', '#webmarketing', '#webdesign', '#Biden']"
mouhame80258483,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Ravenro38173039,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#freetest', '#tester', '#reviewer']"
MShadow91,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#pngtuber', '#ENVtuber']"
boomoperatormom,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
japankarlas1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#PapiJuancho', '#BellLetsTalk', '#VoteWonder', '#KCA', '#HqppyBdayJb', '#JournalsLive', '#JustinBieber', '#SpotifyStreamOn', '#JUSTICE', '#Justice', '#Peaches', '#RDCxCheckIn', '#PEACHES', '#newalbum', '#JFCShawnMendes', '#JFCJustinBieber', '#JFCTheWeeknd', '#MentalHealthAwareness', '#BreatheIntoIt', '#beliber', '#JUNOS', '#DontGoYet', '#StreamDGY', '#dontgoyet', '#SUMMEROFLOVE', '#streamsummeroflove', '#SummerOfShawn', '#SummerOfLove', '#SummerOfLoveShawn', '#summeroflovetonight']"
Jameswhitt31,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ThePowerReturns', '#FunKon', '#FunKon2021', '#Funko', '#FunkoPop', '#SummerFunKon', '#FunkoVirtualCon', '#PS5', '#PlayStation', '#Target', '#BillsMafia']"
its,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#التوجيهي', '#الاثنين', '#مركز_الوزارة', '#نتائج', '#الثانوي', '#توجيهي_2021']"
AboMohammed77,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#تركي_بن_ناصر_بن_عبدالعزيز', '#تركي_بن_ناصر_في_ذمه_الله', '#العم_عبدالله_ال_حاني_في_ذمة_الله', '#رحيمة', '#قرية_بني_سعد_في_الباحة', '#رواد_أرامكو', '#بني_سعد', '#الديوان_الملكي', '#واس', '#سوريا', '#ادلب', '#الكويت_الان', '#السعودية', '#عنيزة', '#آلعبدالعالي', '#65', '#عاجل', '#التحالف', '#واس_عام', '#عيد_مبارك', '#ديار_البدو', '#السعودية_العظمى', '#حصة_بنت_علي_الناصر', '#عادل_التويجري', '#مجتمع_تويتر', '#مصطفى_ادريس_في_ذمه_الله', '#كشخة_العيد']"
AmandaB28045432,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#ChimeSignSweeps']
Ibrahimtal3t1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
bazoogakitty,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#FreeSchoolMeals', '#PsakiBomb', '#RobinHood', '#Priv8', '#1', '#sponsored', '#CoffeesPerfectMate', '#Rotterdam', '#7BD908', '#1658', '#orleg', '#orpol', '#RiverFire', '#NKN', '#bikenyc', '#appellatetwitter', '#PortlandOregon', '#ilwx', '#Ida', '#Kabulairport', '#Taliban', '#KabulAiport', '#IslamicState']"
Alejand71722978,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
jamesmjay,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"17.65%, Cluster: community cluster 955","['#Giveaway', '#giveaway', '#win', '#FreeMacBook', '#UnderscoredFavesGiveaway', '#PS5', '#XboxSeriesX', '#MyTwitterAnniversary', '#LitRing', '#reading', '#giveaways', '#Audible', '#pcsetup', '#Lepow', '#security', '#camera', '#technology', '#contestal', '#GroovesBreakEntry', '#ScorchinIsland', '#PeakWhiteCheddar', '#ZestyDudeRanch', '#sweepstakes', '#booklovers', '#books', '#mystery', '#giftcards', '#WIN', '#Bestof2021Sweepstakes', '#Sweepstakes', '#HomeWarranty', '#INVESTINYOU', '#partner', '#15YearsofMiley', '#InvestInYou', '#VenmoItForward', '#CluCoin', '#CluLambo', '#RefundGlowUp', '#Contest', '#Win', '#togethernessgames', '#TogetherwithBenQ', '#BenQPortableProjector', '#book', '#FREE', '#BreakingBobbyBones', '#ThinsProtectionProgram', '#PlaywithToponePOD', '#backtoschool', '#college', '#calculator', '#CASIO', '#graphing', '#graphingcalculator', '#math', '#finances', '#geometry', '#contest', '#sweeps', '#CountDownEntry', '#LiptonTogetherSweepstakes', '#MoneyGramMonday', '#CountdownEntry', '#SmartyPigSummerCamp', '#CommunityInMySuitcase']"
HD,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ComeOnChelsea', '#CFC', '#Chelsea', '#KTBFFH', '#cfc', '#بامتياز', '#طرده', '#جون_تيري', '#UCL', '#Hustle', '#AlwaysBelieve', '#MatchDay', '#FACup', '#ThreeLions', '#WCQ', '#MyTwitterAnniversary', '#EmiratesFACup', '#EidMubarak', '#عيد_مبارك', '#BigThanksTuchel', '#UCLfinal', '#FACupFinal', '#SuperMount', '#PrideOfLondon', '#SerieATIM', '#WeAreCalcio', '#احترم', '#Djokovic', '#RolandGarros', '#CopaAmerica', '#Euro1996', '#CZE', '#ENG', '#EURO2020', '#SVK', '#POL', '#SUI', '#UKR', '#NED', '#FIN', '#WALSUI', '#ForcaSelecao', '#CopaAmerica2021', '#SCO', '#DEN', '#WAL', '#FRA', '#BEL', '#GER', '#POR', '#ACMilan', '#5', '#ITA', '#ESP', '#Tokyo2020', '#BRAGER', '#Lukaku', '#SeleçãoBrasileira', '#OnceABlueAlwaysABlue']"
SG86E,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.26%, Cluster: community cluster 526","['#roblox', '#vegan', '#PETAConference', '#WEBTOON', '#JungleJuice']"
dianathompson81,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#giveaway', '#fireplace', '#firepit', '#woodstove', '#HuggiesHugDaySweepstakes', '#VaroForTomorrow', '#sweepstakes', '#ValentinesDay', '#WIN', '#whatpowersyou', '#GIVEAWAY', '#SWEEPSTAKES', '#Sweepstakes', '#yescaterpillar', '#Summerisagogiveaway', '#BackToTheBars', '#PricelessSurprises', '#YesCaterpillar', '#BehrDoorDoOverSweepstakes', '#LiptonTogetherSweepstakes', '#VrboReunionContest', '#UsainlyFastOffers']"
slut4howl,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
emiratescoop,0.0%,33.33%,14.29%,22.22%,0.0%,0.0%,,"11.76%, Cluster: community cluster 955","['#puck', '#emiratescooperativesociety', '#Al_Twar', '#Geepas', '#electronics', '#emcoop', '#EmiratesCooperative', '#EmiratesCoop', '#wholesale', '#preorder', '#everythursday', '#Romanian', '#lamb', '#carcass', '#whole_lamb_carcass', '#Dubai', '#Stayhome', '#EmiratesCoopApp', '#Newyear2021', '#2021', '#EmiratesCooperativeSociety', '#welcome2021', '#seabream', '#fish', '#grilled', '#hopemarsmission', '#UAE', '#food', '#nonfood', '#grocery', '#meat', '#deli', '#fruits', '#vegetables', '#orderonline', '#shoponline', '#الأمل_المريخ_البعثة', '#الإمارات', '#العرب_إلى_المريخ', '#مسبار_الأمل', '#swan', '#instashop', '#careem', '#talabat', '#online', '#homedelivery', '#Veal', '#BabyVeal', '#lambcarcass', '#vealleg', '#promotion', '#offers', '#women', '#womensday2021', '#womenpower', '#dxbwomen', '#InternationalWomensDay', '#InternationalWomensDay2021', '#vegetable', '#sale', '#ramadan', '#shopnow', '#offer', '#ramadankareem', '#ramadansale', '#جمعيةالإماراتالتعاونية', '#الإماراتالتعاونية', '#أغذية', '#منتجاتغير_غذائية', '#بقالة', '#لحم', '#Vegetable', '#fastingtips', '#Ramadan', '#RamadanKareem', '#HolyMonth', '#Ramadan2021', '#جمعية_الإمارات_التعاونية', '#Emcoop', '#iftar', '#watermelon', '#summervibes', '#Independence', '#Philipinnes', '#EMCOOP', '#Celebration', '#MidWeekDeals', '#Summer', '#Deals', '#Cheese', '#Water', '#Groceries', '#Food', '#الإمارات_التعاونية', '#لحوم', '#كريم', '#طعام', '#سوبرماركت', '#طلبات', '#Careem', '#Supermarket', '#تنزيل', '#تطبيق', '#Download', '#App', '#LoyaltyRewards', '#Earn', '#Rewards', '#toys', '#cars', '#games', '#petcare', '#cats', '#petproducts', '#pets', '#dreamies', '#meocatfood', '#pawsandwhiskerstt', '#petcare_net', '#wiskas', '#reflex', '#creamycattreats', '#tokyoolympics', '#teamuae', '#olympic2021', '#UAENOC', '#freshproduce', '#groceries', '#mince', '#3days', '#supermarket', '#australianbeef', '#فواكه_طازجة', '#PakistanIndependenceDay', '#emiratescoop', '#HappyIndependenceDay', '#14August', '#Pakistan', '#womansday', '#emiratiwomansday2021', '#emiratiwomen', '#icecream', '#icecreamtime', '#ordernow', '#فواكه', '#خضروات', '#أطعمة_جاهزة', '#أسماك', '#دواجن', '#FRUITS', '#VEGETABLES', '#DELI', '#MEAT', '#POULTRY', '#Emirates_Cooperative_Society', '#India', '#independenceday2021', '#dubaipolice', '#AdayWithoutAccidents', '#adaywithoutaccidents', '#schools', '#traffic', '#backtoschool', '#يوم_بلا_حوادث', '#شرطة_دبي']"
ugur,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
YGMyAlterEgo403,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
RickenbackerCG,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#OregonFireAndRescue', '#Gaza', '#WBTVandMe']"
amelialord,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#LoveIsInTheAir23M', '#RocioVerdad1', '#Supervivientes2021', '#Supervivientes', '#RocíoVerdad1', '#SV', '#AR23M', '#SenÇalKapımı', '#EdSer', '#HandeErçel', '#KeremBürsın', '#LoveIsInTheAir', '#Hanker', '#Amanim', '#yenidenbuluşacağız', '#KeremBürsinEnBBVA', '#RocíoVerdad12', '#YosoyRocioCarrasco', '#LaMasGrandeNoSeToca', '#Exclusiva', '#ExclusivaLecturas', '#deluxevivientes', '#viernesdeluxe', '#KeremBürsin', '#aşktankaçma', '#VolverteAVerHanker', '#Earthquake', '#David', '#Panamá', '#earthquake', '#sismo', '#temblor', '#terremoto', '#OlgaGanadoraSV21', '#evlenbenimle', '#LoveIsInTheAir20Jhoradigna', '#OlgaMerecidaFinalista', '#yoveosálvame', '#NuevaFotoDePerfil', '#bebekbolat']"
godhathperished,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#FortniteImpostors']
anggeee913,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#PhilippineGo', '#ExpertistPh', '#PhilippineMarineCorps', '#IndependenceDay']"
TheEmyGoesTo,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#MohammadAnwar', '#sayhisname', '#LeBronJames', '#ACCOUNTABILITY', '#silencewhitevoices', '#FBI']"
KPA1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Rolex24', '#WomensHistoryMonth', '#Nascar', '#KB1', '#DixieVodka400', '#TransDayOfVisibility', '#TransRightsAreHumanRights', '#48', '#NASCAR', '#TeamToyota', '#NASCARThrowback', '#Indy500', '#GoHabsGo', '#INDY500', '#SkyGermany', '#15', '#Wawa250']"
Bryan72494815,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
EvileTorch,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
putchapula,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
fiaeroYaktoooo8,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.26%, Cluster: community cluster 772","['#NoleFamily', '#KeepCLIMBing', '#MIAvsJAX', '#TNF', '#motivation', '#success', '#TikTok', '#_ang_b', '#Elitelies', '#NoleNation', '#ILoveKTek', '#LoveIsnt', '#HumanTrafficking', '#WildLife', '#JoyPublicity']"
ThisWasABread,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
SIRADJEDDINNE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#MUFC', '#UELdraw', '#mufc', '#mulive', '#UEL', '#ون_بيس', '#uel', '#OnThisDay', '#LaLigaSantander', '#YouHaveToLiveIt', '#1', '#UELfinal', '#SergioRamos', '#Ramos', '#mujournal', '#PL', '#WOLMUN', '#ManUtd', '#SOUMUN', '#DaveSaves', '#يونايتد']"
TheLunar,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#thealienboy', '#AlienBoySummer', '#9526', '#NuevaFotoDePerfil', '#ShortsThe', '#AMessageFromAliens', '#ALIENBOYS', '#NFTCommunity', '#AlienBoyInvasion', '#NFTGiveaway', '#nfts', '#nft', '#NFTGiveaways', '#WenLebron', '#banner', '#learningtogether']"
tinarmeyran,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#EmployeeWellness', '#NewProfilePic']"
strek4504,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#gavat', '#elmalıdavası', '#ElmalıDavası', '#SeçimdeGidiyorsunuz', '#GitmeVaktinizGeldi', '#Yobaz', '#YallahAFGANİSTANa', '#afganlariistemiyoruz', '#mola', '#Afganistan', '#AfghanWomen', '#Atatürk', '#mülteci', '#afgan', '#cokusdonemi']"
Fonz3000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
SteelCityBadBoy,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
ziintuhin,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Hello2021', '#designlife', '#vivo', '#InternationalMotherLanguageDay', '#work', '#কর', '#vivoBangladesh', '#vivoV21', '#Afganistan', '#Haiti', '#Russia']"
miofratell1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#bitcoin', '#Bitcoin', '#cryptocurrencies', '#dogearmy', '#cashback', '#supercashback', '#lotteriadegliscontrini', '#LOTTERIADEGLISCONTRINI', '#ludopatia', '#furbetti']"
Deliberator101,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#MyPerfectMonitor', '#giveaway', '#StevenUniverse', '#Trilogy', '#700inOne', '#77inOne', '#SweetAirChannels', '#1', '#sweepstakes', '#MaximPDX', '#PDX', '#MaximDefense', '#EOTech', '#EOTechXPS3', '#gungiveaway', '#winagun', '#dreamgun', '#BuzzTV', '#Giveaway', '#ST4000', '#artoftheblog', '#FreePcFriday', '#SWMGiveaway', '#LoveTCL', '#lovetcl', '#Genesis', '#mvgcharity', '#FreeSpideyPS5', '#FreeBeatsPC', '#FreePC', '#ps5news', '#preorderps5', '#playstation5', '#ps5giveaway', '#playstation5giveaway', '#ps5', '#sony', '#videogames', '#gaming', '#free', '#point65sweden', '#betterthanbeingsponsored', '#SHOPX', '#PAID', '#Celeste', '#NintendoSwitch', '#GETSTOKED', '#cycling', '#WIN', '#magnoliabakery', '#dingoarmy', '#dingoretirement', '#dingoretirementcoin', '#callelon', '#HyperGalaxy', '#TunaTokenCharity', '#BSC', '#DEX', '#XGPDBDsweepstakes', '#DragonaryIAO', '#LiptonTogetherSweepstakes', '#CluCoin', '#20kday', '#Warframe', '#PayItForward']"
